Date  AveragePrice  type  region
1/25/2015  1.54  organic  PhoenixTucson
1/18/2015  1.36  organic  PhoenixTucson
1/11/2015  1.36  organic  PhoenixTucson
1/4/2015  1.12  organic  PhoenixTucson
12/27/2015  1.5  organic  Pittsburgh
12/20/2015  1.55  organic  Pittsburgh
12/13/2015  1.56  organic  Pittsburgh
12/6/2015  1.55  organic  Pittsburgh
11/29/2015  1.4  organic  Pittsburgh
11/22/2015  1.54  organic  Pittsburgh
11/15/2015  1.43  organic  Pittsburgh
11/8/2015  1.44  organic  Pittsburgh
11/1/2015  1.46  organic  Pittsburgh
10/25/2015  1.47  organic  Pittsburgh
10/18/2015  1.45  organic  Pittsburgh
10/11/2015  1.45  organic  Pittsburgh
10/4/2015  1.19  organic  Pittsburgh
9/27/2015  1.47  organic  Pittsburgh
9/20/2015  1.44  organic  Pittsburgh
9/13/2015  1.47  organic  Pittsburgh
9/6/2015  1.5  organic  Pittsburgh
8/30/2015  1.52  organic  Pittsburgh
8/23/2015  1.66  organic  Pittsburgh
8/16/2015  1.57  organic  Pittsburgh
8/9/2015  1.47  organic  Pittsburgh
8/2/2015  1.57  organic  Pittsburgh
7/26/2015  1.46  organic  Pittsburgh
7/19/2015  1.83  organic  Pittsburgh
7/12/2015  1.81  organic  Pittsburgh
7/5/2015  1.83  organic  Pittsburgh
6/28/2015  1.77  organic  Pittsburgh
6/21/2015  1.58  organic  Pittsburgh
6/14/2015  1.56  organic  Pittsburgh
6/7/2015  1.57  organic  Pittsburgh
5/31/2015  1.51  organic  Pittsburgh
5/24/2015  1.54  organic  Pittsburgh
5/17/2015  1.53  organic  Pittsburgh
5/10/2015  1.49  organic  Pittsburgh
5/3/2015  1.49  organic  Pittsburgh
4/26/2015  1.38  organic  Pittsburgh
4/19/2015  1.37  organic  Pittsburgh
4/12/2015  1.45  organic  Pittsburgh
4/5/2015  1.35  organic  Pittsburgh
3/29/2015  1.41  organic  Pittsburgh
3/22/2015  1.47  organic  Pittsburgh
3/15/2015  1.68  organic  Pittsburgh
3/8/2015  1.65  organic  Pittsburgh
3/1/2015  1.63  organic  Pittsburgh
2/22/2015  1.71  organic  Pittsburgh
2/15/2015  1.71  organic  Pittsburgh
2/8/2015  1.6  organic  Pittsburgh
2/1/2015  1.77  organic  Pittsburgh
1/25/2015  1.7  organic  Pittsburgh
1/18/2015  1.55  organic  Pittsburgh
1/11/2015  1.82  organic  Pittsburgh
1/4/2015  1.81  organic  Pittsburgh
12/27/2015  1.6  organic  Plains
12/20/2015  1.69  organic  Plains
12/13/2015  1.82  organic  Plains
12/6/2015  1.92  organic  Plains
11/29/2015  1.82  organic  Plains
11/22/2015  1.69  organic  Plains
11/15/2015  1.68  organic  Plains
11/8/2015  1.73  organic  Plains
11/1/2015  1.55  organic  Plains
10/25/2015  1.64  organic  Plains
10/18/2015  1.68  organic  Plains
10/11/2015  1.82  organic  Plains
10/4/2015  1.76  organic  Plains
9/27/2015  1.85  organic  Plains
9/20/2015  1.85  organic  Plains
9/13/2015  1.87  organic  Plains
9/6/2015  1.91  organic  Plains
8/30/2015  1.9  organic  Plains
8/23/2015  1.92  organic  Plains
8/16/2015  1.88  organic  Plains
8/9/2015  1.87  organic  Plains
8/2/2015  1.84  organic  Plains
7/26/2015  1.84  organic  Plains
7/19/2015  1.85  organic  Plains
7/12/2015  1.89  organic  Plains
7/5/2015  1.92  organic  Plains
6/28/2015  1.93  organic  Plains
6/21/2015  1.88  organic  Plains
6/14/2015  1.79  organic  Plains
6/7/2015  1.9  organic  Plains
5/31/2015  1.93  organic  Plains
5/24/2015  1.92  organic  Plains
5/17/2015  1.93  organic  Plains
5/10/2015  1.85  organic  Plains
5/3/2015  1.92  organic  Plains
4/26/2015  1.93  organic  Plains
4/19/2015  1.9  organic  Plains
4/12/2015  1.82  organic  Plains
4/5/2015  1.81  organic  Plains
3/29/2015  1.85  organic  Plains
3/22/2015  1.8  organic  Plains
3/15/2015  1.67  organic  Plains
3/8/2015  1.68  organic  Plains
3/1/2015  1.7  organic  Plains
2/22/2015  1.66  organic  Plains
2/15/2015  1.68  organic  Plains
2/8/2015  1.54  organic  Plains
2/1/2015  1.67  organic  Plains
1/25/2015  1.8  organic  Plains
1/18/2015  1.8  organic  Plains
1/11/2015  1.68  organic  Plains
1/4/2015  1.69  organic  Plains
12/27/2015  1.24  organic  Portland
12/20/2015  1.21  organic  Portland
12/13/2015  0.93  organic  Portland
12/6/2015  1.66  organic  Portland
11/29/2015  1.38  organic  Portland
11/22/2015  1.12  organic  Portland
11/15/2015  1.8  organic  Portland
11/8/2015  1.39  organic  Portland
11/1/2015  0.98  organic  Portland
10/25/2015  1.74  organic  Portland
10/18/2015  1.78  organic  Portland
10/11/2015  1.68  organic  Portland
10/4/2015  1.57  organic  Portland
9/27/2015  1.72  organic  Portland
9/20/2015  1.76  organic  Portland
9/13/2015  2.07  organic  Portland
9/6/2015  2.16  organic  Portland
8/30/2015  1.37  organic  Portland
8/23/2015  2.21  organic  Portland
8/16/2015  1.73  organic  Portland
8/9/2015  2.02  organic  Portland
8/2/2015  1.94  organic  Portland
7/26/2015  1.96  organic  Portland
7/19/2015  1.37  organic  Portland
7/12/2015  1.82  organic  Portland
7/5/2015  1.93  organic  Portland
6/28/2015  1.53  organic  Portland
6/21/2015  1.53  organic  Portland
6/14/2015  1.91  organic  Portland
6/7/2015  1.96  organic  Portland
5/31/2015  1.5  organic  Portland
5/24/2015  1.82  organic  Portland
5/17/2015  1.68  organic  Portland
5/10/2015  1.64  organic  Portland
5/3/2015  1.54  organic  Portland
4/26/2015  1.27  organic  Portland
4/19/2015  1.57  organic  Portland
4/12/2015  1.32  organic  Portland
4/5/2015  1.76  organic  Portland
3/29/2015  1.45  organic  Portland
3/22/2015  1.29  organic  Portland
3/15/2015  1.61  organic  Portland
3/8/2015  1.45  organic  Portland
3/1/2015  1.32  organic  Portland
2/22/2015  1.38  organic  Portland
2/15/2015  1.51  organic  Portland
2/8/2015  1.23  organic  Portland
2/1/2015  1.2  organic  Portland
1/25/2015  1.35  organic  Portland
1/18/2015  1.24  organic  Portland
1/11/2015  1.22  organic  Portland
1/4/2015  1.28  organic  Portland
12/27/2015  1.74  organic  RaleighGreensboro
12/20/2015  1.77  organic  RaleighGreensboro
12/13/2015  1.81  organic  RaleighGreensboro
12/6/2015  1.82  organic  RaleighGreensboro
11/29/2015  1.78  organic  RaleighGreensboro
11/22/2015  1.79  organic  RaleighGreensboro
11/15/2015  1.77  organic  RaleighGreensboro
11/8/2015  1.75  organic  RaleighGreensboro
11/1/2015  1.65  organic  RaleighGreensboro
10/25/2015  1.78  organic  RaleighGreensboro
10/18/2015  1.73  organic  RaleighGreensboro
10/11/2015  1.59  organic  RaleighGreensboro
10/4/2015  1.76  organic  RaleighGreensboro
9/27/2015  1.81  organic  RaleighGreensboro
9/20/2015  1.86  organic  RaleighGreensboro
9/13/2015  1.94  organic  RaleighGreensboro
9/6/2015  1.95  organic  RaleighGreensboro
8/30/2015  1.94  organic  RaleighGreensboro
8/23/2015  1.92  organic  RaleighGreensboro
8/16/2015  1.9  organic  RaleighGreensboro
8/9/2015  1.82  organic  RaleighGreensboro
8/2/2015  1.86  organic  RaleighGreensboro
7/26/2015  1.77  organic  RaleighGreensboro
7/19/2015  1.76  organic  RaleighGreensboro
7/12/2015  1.77  organic  RaleighGreensboro
7/5/2015  1.82  organic  RaleighGreensboro
6/28/2015  1.8  organic  RaleighGreensboro
6/21/2015  1.83  organic  RaleighGreensboro
6/14/2015  1.75  organic  RaleighGreensboro
6/7/2015  1.66  organic  RaleighGreensboro
5/31/2015  1.6  organic  RaleighGreensboro
5/24/2015  1.36  organic  RaleighGreensboro
5/17/2015  1.15  organic  RaleighGreensboro
5/10/2015  1.32  organic  RaleighGreensboro
5/3/2015  1.35  organic  RaleighGreensboro
4/26/2015  1.51  organic  RaleighGreensboro
4/19/2015  1.68  organic  RaleighGreensboro
4/12/2015  1.67  organic  RaleighGreensboro
4/5/2015  1.96  organic  RaleighGreensboro
3/29/2015  1.78  organic  RaleighGreensboro
3/22/2015  1.85  organic  RaleighGreensboro
3/15/2015  1.87  organic  RaleighGreensboro
3/8/2015  1.74  organic  RaleighGreensboro
3/1/2015  1.73  organic  RaleighGreensboro
2/22/2015  1.77  organic  RaleighGreensboro
2/15/2015  1.69  organic  RaleighGreensboro
2/8/2015  1.73  organic  RaleighGreensboro
2/1/2015  1.79  organic  RaleighGreensboro
1/25/2015  2.02  organic  RaleighGreensboro
1/18/2015  1.97  organic  RaleighGreensboro
1/11/2015  1.98  organic  RaleighGreensboro
1/4/2015  2.01  organic  RaleighGreensboro
12/27/2015  1.53  organic  RichmondNorfolk
12/20/2015  1.67  organic  RichmondNorfolk
12/13/2015  1.67  organic  RichmondNorfolk
12/6/2015  1.67  organic  RichmondNorfolk
11/29/2015  1.68  organic  RichmondNorfolk
11/22/2015  1.65  organic  RichmondNorfolk
11/15/2015  1.65  organic  RichmondNorfolk
11/8/2015  1.58  organic  RichmondNorfolk
11/1/2015  1.4  organic  RichmondNorfolk
10/25/2015  1.66  organic  RichmondNorfolk
10/18/2015  1.63  organic  RichmondNorfolk
10/11/2015  1.31  organic  RichmondNorfolk
10/4/2015  1.68  organic  RichmondNorfolk
9/27/2015  1.65  organic  RichmondNorfolk
9/20/2015  1.87  organic  RichmondNorfolk
9/13/2015  1.84  organic  RichmondNorfolk
9/6/2015  1.85  organic  RichmondNorfolk
8/30/2015  1.8  organic  RichmondNorfolk
8/23/2015  1.74  organic  RichmondNorfolk
8/16/2015  1.68  organic  RichmondNorfolk
8/9/2015  1.59  organic  RichmondNorfolk
8/2/2015  1.7  organic  RichmondNorfolk
7/26/2015  1.41  organic  RichmondNorfolk
7/19/2015  1.35  organic  RichmondNorfolk
7/12/2015  1.28  organic  RichmondNorfolk
7/5/2015  1.49  organic  RichmondNorfolk
6/28/2015  1.4  organic  RichmondNorfolk
6/21/2015  1.35  organic  RichmondNorfolk
6/14/2015  1.33  organic  RichmondNorfolk
6/7/2015  1.24  organic  RichmondNorfolk
5/31/2015  1.13  organic  RichmondNorfolk
5/24/2015  1.02  organic  RichmondNorfolk
5/17/2015  1.01  organic  RichmondNorfolk
5/10/2015  1.03  organic  RichmondNorfolk
5/3/2015  1.03  organic  RichmondNorfolk
4/26/2015  1.12  organic  RichmondNorfolk
4/19/2015  1.26  organic  RichmondNorfolk
4/12/2015  1.23  organic  RichmondNorfolk
4/5/2015  1.54  organic  RichmondNorfolk
3/29/2015  1.6  organic  RichmondNorfolk
3/22/2015  1.52  organic  RichmondNorfolk
3/15/2015  1.57  organic  RichmondNorfolk
3/8/2015  1.57  organic  RichmondNorfolk
3/1/2015  1.47  organic  RichmondNorfolk
2/22/2015  1.51  organic  RichmondNorfolk
2/15/2015  1.59  organic  RichmondNorfolk
2/8/2015  1.55  organic  RichmondNorfolk
2/1/2015  1.58  organic  RichmondNorfolk
1/25/2015  1.57  organic  RichmondNorfolk
1/18/2015  1.62  organic  RichmondNorfolk
1/11/2015  1.66  organic  RichmondNorfolk
1/4/2015  1.54  organic  RichmondNorfolk
12/27/2015  1.41  organic  Roanoke
12/20/2015  1.59  organic  Roanoke
12/13/2015  1.55  organic  Roanoke
12/6/2015  1.55  organic  Roanoke
11/29/2015  1.61  organic  Roanoke
11/22/2015  1.54  organic  Roanoke
11/15/2015  1.53  organic  Roanoke
11/8/2015  1.44  organic  Roanoke
11/1/2015  1.19  organic  Roanoke
10/25/2015  1.56  organic  Roanoke
10/18/2015  1.58  organic  Roanoke
10/11/2015  1.13  organic  Roanoke
10/4/2015  1.6  organic  Roanoke
9/27/2015  1.67  organic  Roanoke
9/20/2015  1.85  organic  Roanoke
9/13/2015  1.84  organic  Roanoke
9/6/2015  1.78  organic  Roanoke
8/30/2015  1.73  organic  Roanoke
8/23/2015  1.69  organic  Roanoke
8/16/2015  1.65  organic  Roanoke
8/9/2015  1.6  organic  Roanoke
8/2/2015  1.7  organic  Roanoke
7/26/2015  1.34  organic  Roanoke
7/19/2015  1.19  organic  Roanoke
7/12/2015  1.14  organic  Roanoke
7/5/2015  1.37  organic  Roanoke
6/28/2015  1.31  organic  Roanoke
6/21/2015  1.33  organic  Roanoke
6/14/2015  1.16  organic  Roanoke
6/7/2015  1.08  organic  Roanoke
5/31/2015  0.98  organic  Roanoke
5/24/2015  0.89  organic  Roanoke
5/17/2015  0.92  organic  Roanoke
5/10/2015  0.82  organic  Roanoke
5/3/2015  0.88  organic  Roanoke
4/26/2015  0.94  organic  Roanoke
4/19/2015  1.05  organic  Roanoke
4/12/2015  1.03  organic  Roanoke
4/5/2015  1.42  organic  Roanoke
3/29/2015  1.51  organic  Roanoke
3/22/2015  1.36  organic  Roanoke
3/15/2015  1.5  organic  Roanoke
3/8/2015  1.48  organic  Roanoke
3/1/2015  1.33  organic  Roanoke
2/22/2015  1.36  organic  Roanoke
2/15/2015  1.46  organic  Roanoke
2/8/2015  1.44  organic  Roanoke
2/1/2015  1.5  organic  Roanoke
1/25/2015  1.47  organic  Roanoke
1/18/2015  1.48  organic  Roanoke
1/11/2015  1.47  organic  Roanoke
1/4/2015  1.39  organic  Roanoke
12/27/2015  1.72  organic  Sacramento
12/20/2015  1.68  organic  Sacramento
12/13/2015  1.68  organic  Sacramento
12/6/2015  1.43  organic  Sacramento
11/29/2015  2.04  organic  Sacramento
11/22/2015  1.79  organic  Sacramento
11/15/2015  1.87  organic  Sacramento
11/8/2015  1.8  organic  Sacramento
11/1/2015  1.9  organic  Sacramento
10/25/2015  1.86  organic  Sacramento
10/18/2015  2.14  organic  Sacramento
10/11/2015  2.1  organic  Sacramento
10/4/2015  2.01  organic  Sacramento
9/27/2015  1.95  organic  Sacramento
9/20/2015  2  organic  Sacramento
9/13/2015  2.02  organic  Sacramento
9/6/2015  2.15  organic  Sacramento
8/30/2015  2.1  organic  Sacramento
8/23/2015  1.84  organic  Sacramento
8/16/2015  2.09  organic  Sacramento
8/9/2015  2.17  organic  Sacramento
8/2/2015  2.1  organic  Sacramento
7/26/2015  2.12  organic  Sacramento
7/19/2015  1.98  organic  Sacramento
7/12/2015  1.72  organic  Sacramento
7/5/2015  1.86  organic  Sacramento
6/28/2015  1.84  organic  Sacramento
6/21/2015  1.82  organic  Sacramento
6/14/2015  1.81  organic  Sacramento
6/7/2015  1.85  organic  Sacramento
5/31/2015  1.62  organic  Sacramento
5/24/2015  1.62  organic  Sacramento
5/17/2015  1.53  organic  Sacramento
5/10/2015  1.3  organic  Sacramento
5/3/2015  1.64  organic  Sacramento
4/26/2015  1.62  organic  Sacramento
4/19/2015  1.65  organic  Sacramento
4/12/2015  1.65  organic  Sacramento
4/5/2015  1.64  organic  Sacramento
3/29/2015  1.64  organic  Sacramento
3/22/2015  1.52  organic  Sacramento
3/15/2015  1.63  organic  Sacramento
3/8/2015  1.6  organic  Sacramento
3/1/2015  1.22  organic  Sacramento
2/22/2015  1.51  organic  Sacramento
2/15/2015  1.63  organic  Sacramento
2/8/2015  1.5  organic  Sacramento
2/1/2015  1.22  organic  Sacramento
1/25/2015  1.44  organic  Sacramento
1/18/2015  1.13  organic  Sacramento
1/11/2015  1.27  organic  Sacramento
1/4/2015  1.33  organic  Sacramento
12/27/2015  1.62  organic  SanDiego
12/20/2015  1.23  organic  SanDiego
12/13/2015  1.27  organic  SanDiego
12/6/2015  1.83  organic  SanDiego
11/29/2015  1.87  organic  SanDiego
11/22/2015  1.85  organic  SanDiego
11/15/2015  1.68  organic  SanDiego
11/8/2015  1.82  organic  SanDiego
11/1/2015  1.64  organic  SanDiego
10/25/2015  1.65  organic  SanDiego
10/18/2015  1.85  organic  SanDiego
10/11/2015  1.82  organic  SanDiego
10/4/2015  1.85  organic  SanDiego
9/27/2015  1.7  organic  SanDiego
9/20/2015  1.69  organic  SanDiego
9/13/2015  1.81  organic  SanDiego
9/6/2015  1.85  organic  SanDiego
8/30/2015  1.88  organic  SanDiego
8/23/2015  1.74  organic  SanDiego
8/16/2015  1.82  organic  SanDiego
8/9/2015  1.82  organic  SanDiego
8/2/2015  1.86  organic  SanDiego
7/26/2015  1.71  organic  SanDiego
7/19/2015  1.85  organic  SanDiego
7/12/2015  1.81  organic  SanDiego
7/5/2015  1.55  organic  SanDiego
6/28/2015  1.55  organic  SanDiego
6/21/2015  1.56  organic  SanDiego
6/14/2015  1.53  organic  SanDiego
6/7/2015  1.51  organic  SanDiego
5/31/2015  1.49  organic  SanDiego
5/24/2015  1.51  organic  SanDiego
5/17/2015  1.48  organic  SanDiego
5/10/2015  1.45  organic  SanDiego
5/3/2015  1.41  organic  SanDiego
4/26/2015  1.48  organic  SanDiego
4/19/2015  1.52  organic  SanDiego
4/12/2015  1.49  organic  SanDiego
4/5/2015  1.53  organic  SanDiego
3/29/2015  1.53  organic  SanDiego
3/22/2015  1.16  organic  SanDiego
3/15/2015  1.49  organic  SanDiego
3/8/2015  1.48  organic  SanDiego
3/1/2015  1.09  organic  SanDiego
2/22/2015  1.44  organic  SanDiego
2/15/2015  1.49  organic  SanDiego
2/8/2015  1.29  organic  SanDiego
2/1/2015  1.11  organic  SanDiego
1/25/2015  1.26  organic  SanDiego
1/18/2015  1.29  organic  SanDiego
1/11/2015  1.05  organic  SanDiego
1/4/2015  1.23  organic  SanDiego
12/27/2015  1.88  organic  SanFrancisco
12/20/2015  1.87  organic  SanFrancisco
12/13/2015  1.94  organic  SanFrancisco
12/6/2015  1.92  organic  SanFrancisco
11/29/2015  2.58  organic  SanFrancisco
11/22/2015  2.04  organic  SanFrancisco
11/15/2015  2.02  organic  SanFrancisco
11/8/2015  1.98  organic  SanFrancisco
11/1/2015  2.01  organic  SanFrancisco
10/25/2015  1.94  organic  SanFrancisco
10/18/2015  2.79  organic  SanFrancisco
10/11/2015  2.66  organic  SanFrancisco
10/4/2015  2.59  organic  SanFrancisco
9/27/2015  2.74  organic  SanFrancisco
9/20/2015  2.79  organic  SanFrancisco
9/13/2015  2.73  organic  SanFrancisco
9/6/2015  2.73  organic  SanFrancisco
8/30/2015  2.77  organic  SanFrancisco
8/23/2015  2.71  organic  SanFrancisco
8/16/2015  2.73  organic  SanFrancisco
8/9/2015  2.72  organic  SanFrancisco
8/2/2015  2.76  organic  SanFrancisco
7/26/2015  2.75  organic  SanFrancisco
7/19/2015  2.36  organic  SanFrancisco
7/12/2015  2.09  organic  SanFrancisco
7/5/2015  1.96  organic  SanFrancisco
6/28/2015  1.96  organic  SanFrancisco
6/21/2015  1.95  organic  SanFrancisco
6/14/2015  1.95  organic  SanFrancisco
6/7/2015  1.96  organic  SanFrancisco
5/31/2015  1.54  organic  SanFrancisco
5/24/2015  1.52  organic  SanFrancisco
5/17/2015  1.53  organic  SanFrancisco
5/10/2015  1.48  organic  SanFrancisco
5/3/2015  1.55  organic  SanFrancisco
4/26/2015  1.52  organic  SanFrancisco
4/19/2015  1.55  organic  SanFrancisco
4/12/2015  1.54  organic  SanFrancisco
4/5/2015  1.55  organic  SanFrancisco
3/29/2015  1.55  organic  SanFrancisco
3/22/2015  1.34  organic  SanFrancisco
3/15/2015  1.56  organic  SanFrancisco
3/8/2015  1.56  organic  SanFrancisco
3/1/2015  1.09  organic  SanFrancisco
2/22/2015  1.39  organic  SanFrancisco
2/15/2015  1.55  organic  SanFrancisco
2/8/2015  1.35  organic  SanFrancisco
2/1/2015  1.06  organic  SanFrancisco
1/25/2015  1.34  organic  SanFrancisco
1/18/2015  1.27  organic  SanFrancisco
1/11/2015  1.12  organic  SanFrancisco
1/4/2015  1.18  organic  SanFrancisco
12/27/2015  1.51  organic  Seattle
12/20/2015  1.55  organic  Seattle
12/13/2015  1.03  organic  Seattle
12/6/2015  2.06  organic  Seattle
11/29/2015  2.06  organic  Seattle
11/22/2015  1.14  organic  Seattle
11/15/2015  1.5  organic  Seattle
11/8/2015  1.46  organic  Seattle
11/1/2015  1.25  organic  Seattle
10/25/2015  1.74  organic  Seattle
10/18/2015  1.88  organic  Seattle
10/11/2015  1.75  organic  Seattle
10/4/2015  1.73  organic  Seattle
9/27/2015  1.75  organic  Seattle
9/20/2015  1.97  organic  Seattle
9/13/2015  2.11  organic  Seattle
9/6/2015  1.99  organic  Seattle
8/30/2015  1.58  organic  Seattle
8/23/2015  1.9  organic  Seattle
8/16/2015  1.7  organic  Seattle
8/9/2015  1.96  organic  Seattle
8/2/2015  2.04  organic  Seattle
7/26/2015  2.2  organic  Seattle
7/19/2015  1.64  organic  Seattle
7/12/2015  2.23  organic  Seattle
7/5/2015  1.98  organic  Seattle
6/28/2015  1.71  organic  Seattle
6/21/2015  1.75  organic  Seattle
6/14/2015  2.03  organic  Seattle
6/7/2015  2.01  organic  Seattle
5/31/2015  1.65  organic  Seattle
5/24/2015  1.85  organic  Seattle
5/17/2015  1.81  organic  Seattle
5/10/2015  1.66  organic  Seattle
5/3/2015  1.56  organic  Seattle
4/26/2015  1.66  organic  Seattle
4/19/2015  1.76  organic  Seattle
4/12/2015  1.59  organic  Seattle
4/5/2015  1.92  organic  Seattle
3/29/2015  1.56  organic  Seattle
3/22/2015  1.53  organic  Seattle
3/15/2015  1.8  organic  Seattle
3/8/2015  1.62  organic  Seattle
3/1/2015  1.71  organic  Seattle
2/22/2015  1.5  organic  Seattle
2/15/2015  1.59  organic  Seattle
2/8/2015  1.4  organic  Seattle
2/1/2015  1.44  organic  Seattle
1/25/2015  1.7  organic  Seattle
1/18/2015  1.45  organic  Seattle
1/11/2015  1.46  organic  Seattle
1/4/2015  1.49  organic  Seattle
12/27/2015  1.71  organic  SouthCarolina
12/20/2015  1.77  organic  SouthCarolina
12/13/2015  1.74  organic  SouthCarolina
12/6/2015  1.73  organic  SouthCarolina
11/29/2015  1.71  organic  SouthCarolina
11/22/2015  1.89  organic  SouthCarolina
11/15/2015  1.82  organic  SouthCarolina
11/8/2015  1.74  organic  SouthCarolina
11/1/2015  1.75  organic  SouthCarolina
10/25/2015  1.77  organic  SouthCarolina
10/18/2015  1.84  organic  SouthCarolina
10/11/2015  1.79  organic  SouthCarolina
10/4/2015  1.96  organic  SouthCarolina
9/27/2015  2.06  organic  SouthCarolina
9/20/2015  1.91  organic  SouthCarolina
9/13/2015  1.98  organic  SouthCarolina
9/6/2015  2  organic  SouthCarolina
8/30/2015  1.92  organic  SouthCarolina
8/23/2015  1.91  organic  SouthCarolina
8/16/2015  1.97  organic  SouthCarolina
8/9/2015  2  organic  SouthCarolina
8/2/2015  1.94  organic  SouthCarolina
7/26/2015  1.81  organic  SouthCarolina
7/19/2015  1.79  organic  SouthCarolina
7/12/2015  1.84  organic  SouthCarolina
7/5/2015  1.84  organic  SouthCarolina
6/28/2015  1.9  organic  SouthCarolina
6/21/2015  2.07  organic  SouthCarolina
6/14/2015  1.99  organic  SouthCarolina
6/7/2015  1.95  organic  SouthCarolina
5/31/2015  2.02  organic  SouthCarolina
5/24/2015  1.99  organic  SouthCarolina
5/17/2015  1.44  organic  SouthCarolina
5/10/2015  1.87  organic  SouthCarolina
5/3/2015  1.92  organic  SouthCarolina
4/26/2015  2.02  organic  SouthCarolina
4/19/2015  1.87  organic  SouthCarolina
4/12/2015  1.94  organic  SouthCarolina
4/5/2015  1.97  organic  SouthCarolina
3/29/2015  1.93  organic  SouthCarolina
3/22/2015  1.77  organic  SouthCarolina
3/15/2015  1.5  organic  SouthCarolina
3/8/2015  1.53  organic  SouthCarolina
3/1/2015  1.52  organic  SouthCarolina
2/22/2015  1.69  organic  SouthCarolina
2/15/2015  1.72  organic  SouthCarolina
2/8/2015  1.56  organic  SouthCarolina
2/1/2015  1.66  organic  SouthCarolina
1/25/2015  2.01  organic  SouthCarolina
1/18/2015  1.93  organic  SouthCarolina
1/11/2015  2.06  organic  SouthCarolina
1/4/2015  1.86  organic  SouthCarolina
12/27/2015  1.39  organic  SouthCentral
12/20/2015  1.41  organic  SouthCentral
12/13/2015  1.43  organic  SouthCentral
12/6/2015  1.49  organic  SouthCentral
11/29/2015  1.47  organic  SouthCentral
11/22/2015  1.53  organic  SouthCentral
11/15/2015  1.5  organic  SouthCentral
11/8/2015  1.51  organic  SouthCentral
11/1/2015  1.51  organic  SouthCentral
10/25/2015  1.52  organic  SouthCentral
10/18/2015  1.49  organic  SouthCentral
10/11/2015  1.51  organic  SouthCentral
10/4/2015  1.55  organic  SouthCentral
9/27/2015  1.53  organic  SouthCentral
9/20/2015  1.53  organic  SouthCentral
9/13/2015  1.5  organic  SouthCentral
9/6/2015  1.49  organic  SouthCentral
8/30/2015  1.33  organic  SouthCentral
8/23/2015  1.39  organic  SouthCentral
8/16/2015  1.45  organic  SouthCentral
8/9/2015  1.42  organic  SouthCentral
8/2/2015  1.37  organic  SouthCentral
7/26/2015  1.26  organic  SouthCentral
7/19/2015  1.31  organic  SouthCentral
7/12/2015  1.27  organic  SouthCentral
7/5/2015  1.34  organic  SouthCentral
6/28/2015  1.35  organic  SouthCentral
6/21/2015  1.4  organic  SouthCentral
6/14/2015  1.38  organic  SouthCentral
6/7/2015  1.37  organic  SouthCentral
5/31/2015  1.41  organic  SouthCentral
5/24/2015  1.39  organic  SouthCentral
5/17/2015  1.41  organic  SouthCentral
5/10/2015  1.4  organic  SouthCentral
5/3/2015  1.43  organic  SouthCentral
4/26/2015  1.43  organic  SouthCentral
4/19/2015  1.39  organic  SouthCentral
4/12/2015  1.4  organic  SouthCentral
4/5/2015  1.4  organic  SouthCentral
3/29/2015  1.42  organic  SouthCentral
3/22/2015  1.37  organic  SouthCentral
3/15/2015  1.38  organic  SouthCentral
3/8/2015  1.44  organic  SouthCentral
3/1/2015  1.34  organic  SouthCentral
2/22/2015  1.37  organic  SouthCentral
2/15/2015  1.39  organic  SouthCentral
2/8/2015  1.39  organic  SouthCentral
2/1/2015  1.28  organic  SouthCentral
1/25/2015  1.37  organic  SouthCentral
1/18/2015  1.27  organic  SouthCentral
1/11/2015  1.39  organic  SouthCentral
1/4/2015  1.35  organic  SouthCentral
12/27/2015  1.7  organic  Southeast
12/20/2015  1.8  organic  Southeast
12/13/2015  1.74  organic  Southeast
12/6/2015  1.66  organic  Southeast
11/29/2015  1.63  organic  Southeast
11/22/2015  1.81  organic  Southeast
11/15/2015  1.75  organic  Southeast
11/8/2015  1.73  organic  Southeast
11/1/2015  1.73  organic  Southeast
10/25/2015  1.78  organic  Southeast
10/18/2015  1.91  organic  Southeast
10/11/2015  1.78  organic  Southeast
10/4/2015  1.84  organic  Southeast
9/27/2015  2.01  organic  Southeast
9/20/2015  1.92  organic  Southeast
9/13/2015  1.95  organic  Southeast
9/6/2015  1.9  organic  Southeast
8/30/2015  1.74  organic  Southeast
8/23/2015  1.71  organic  Southeast
8/16/2015  1.75  organic  Southeast
8/9/2015  1.9  organic  Southeast
8/2/2015  1.88  organic  Southeast
7/26/2015  1.67  organic  Southeast
7/19/2015  1.53  organic  Southeast
7/12/2015  1.72  organic  Southeast
7/5/2015  1.72  organic  Southeast
6/28/2015  1.74  organic  Southeast
6/21/2015  1.88  organic  Southeast
6/14/2015  1.87  organic  Southeast
6/7/2015  1.75  organic  Southeast
5/31/2015  1.81  organic  Southeast
5/24/2015  1.78  organic  Southeast
5/17/2015  1.7  organic  Southeast
5/10/2015  1.77  organic  Southeast
5/3/2015  1.7  organic  Southeast
4/26/2015  1.7  organic  Southeast
4/19/2015  1.69  organic  Southeast
4/12/2015  1.82  organic  Southeast
4/5/2015  1.78  organic  Southeast
3/29/2015  1.84  organic  Southeast
3/22/2015  1.73  organic  Southeast
3/15/2015  1.48  organic  Southeast
3/8/2015  1.47  organic  Southeast
3/1/2015  1.46  organic  Southeast
2/22/2015  1.59  organic  Southeast
2/15/2015  1.64  organic  Southeast
2/8/2015  1.51  organic  Southeast
